"Data Source","World Development Indicators",

"Last Updated Date","2015-09-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Lower middle income","LMC","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.275","","0.355","","0.32","","0.59","","0.74","","0.85","","0.9","","1.15","","1.07","",
"Lower middle income","LMC","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","","0.53","","0.48","","0.68","","0.86","","0.91","","1.07","","1.25","","1.17","",
"Low & middle income","LMY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.59067016944","","","","","","","","","","60.6889119092104","","","","","","","","","","67.521075088659","","69.2414913054751","","","",
"Low & middle income","LMY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1894242121035","","","","","","","","","","93.1289441397685","","","","","","","","","","92.88387512682","","95.0551541396477","","","",
"Low & middle income","LMY","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.94453270640445","3.08499282655977","3.2562017963318","3.45501299156664","3.63639388680661","3.71498302371952","3.92194267183587","4.11098254429794","4.2816529997768","4.43013743484052","4.63333095947702","4.8187081520784","4.93634175261595","4.97635174132669","5.10357007118715","5.38220816105257","5.70821301951933","6.09635939630464","6.35941924891188","6.44071720374396","6.57693399966042","6.77435111808795","6.95017008119321","","","",
"Low & middle income","LMY","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74977208295146","4.81681638970439","4.96710803481733","5.07810088937155","5.22729325937574","5.24672482343329","5.44553191642524","5.61161228577216","5.72297141608774","5.82232126657837","5.94272131105788","6.04080747336655","6.10258600290204","6.03567670564538","6.01547241201571","6.13314005338416","6.2891321062602","6.53451137564421","6.65675772949849","6.67044278613755","6.72501257309953","6.77435111808795","6.83410360605989","","","",
"Low & middle income","LMY","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","12.3356539421866","12.5867007710821","17.9418805431947","18.0261983450362","19.2435706338539","18.8200905227686","19.3505957639559","16.2567002103985","18.0882742089527","19.4359147267012","23.1849915724913","-45.0166696236596","-44.9150130234775","-48.737730603672","-45.3752571565094","-39.3800334206246","-43.0500519407769","-40.1338083179003","-37.1501026950022","-34.5076958522369","-25.2911018501611","-17.495979158096","-19.598586097446","-21.1759572756594","-23.043370068944","-23.0747571495243","-21.2818010161642","-21.32071270379","-22.755943663253","-24.7402053354029","-13.6634145329803","-12.77068263827","-13.4035052863872","-13.3887138863106","-13.852076450016","-13.3709960541053","-13.7896544120853","-14.6468275802634","-16.1630261774066","-15.4906869324081","-16.1548341358006","-16.3235325769345","-14.9346183417386","-14.7479138521346","-13.1281679645768","-13.5321143637366","-12.6540751427099","-11.7941192181242","-11.118772751887","-9.23064910238516","-7.63719436672661","-5.95896673501943","-3.77490422393045","","","",
"Low & middle income","LMY","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7648032568263","","21.0631663353511","","","",
"Low & middle income","LMY","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.0058236221502","","81.7700021523956","","","",
"Low & middle income","LMY","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2345299303261","","","","","","","","","","43.4993682278671","","","","","","","","","","48.1325735797443","","48.9101779410287","","","",
"Low & middle income","LMY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","0.806109187326652","1.00268972278519","0.815473685737917","1.48068137931212","1.10581508666177","1.40925023658866","1.37322070634664","1.34935000404001","1.70387888944433","1.7495392460005","1.55584818920711","1.44208250692365","1.54018676689226","1.6360275977037","1.77511427816327","1.85046558866254","2.00132282595541","2.01584039629185","2.02588703499518","2.16088123991976","2.30016647239604","2.49193445664145","2.55612361569668","2.64622750750614","2.81058418746642","2.90199879246509","2.9823707426664","2.98996207163499","3.24092159180793","3.25956175263328","3.56343379610148","3.63831096151912","3.64012288076752","3.75600274567274","3.96834890024108","4.06086615276721","4.19732416349306","4.12766186244637","4.24445277330374","4.23412201117738","4.39659648095554","4.56422373011932","4.48816082447058","4.43276463147622","4.46212749435541","4.48101388342682","4.47691428308543","4.46558877074087","4.60051997466532","4.59391556014977","4.76775371271966","4.72592013750378","4.89602022835398","","","",
"Low & middle income","LMY","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","44.1990718874239","44.1591134670751","49.0496657421752","51.6262795059913","53.9748923685965","56.0817297074989","59.4492218378641","60.6246107118113","62.1831954668441","64.1610879098196","65.6540295307901","54.4873503219821","55.4397484135979","56.6568028625698","57.1740172639155","58.7165230900744","59.6406396646069","61.2197283970659","62.5992356390401","62.9860955719004","63.0892819595284","63.0860535155426","63.7455358450315","63.8843144593323","64.5069090059394","64.9666475917921","65.4488231719197","66.1965591076729","66.739394770814","67.0252300116554","72.0500230689573","71.5523644300797","71.3878671463609","71.6600346901899","71.5349415770351","72.4664253542223","72.5320040569589","72.6779814527426","72.5228340302116","72.7646814761641","73.1234500979284","73.3554240571487","73.7701672082074","74.8450037084843","76.0223191668185","76.66891356523","77.316195235145","77.701636917308","77.9036410529747","78.3040427454718","78.8760937508436","79.3787509392706","79.5734366244883","","","",
"Low & middle income","LMY","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.536417860836","207.606003446058","201.324390971652","196.924011906301","191.303596408406","190.595091919769","183.636789820976","178.201905098723","174.73440408752","171.752803429151","168.27307687124","165.540783150087","163.864958154536","165.681504952819","166.23798290597","163.048616417657","159.004451346252","153.033630598189","150.223282960808","149.915085409051","148.698606750575","147.615614037179","146.324969248825","","","",
"Low & middle income","LMY","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","54.9948282799028","54.8382060268851","50.1348605720869","46.8930391146966","44.9192773046273","42.5090200559124","39.1775574557893","38.0260456463663","36.1129195924681","34.0893671041275","32.7901277707731","43.9670548627804","43.0170892993313","41.6917436725127","41.0332571302893","39.4221523364405","38.3393309716055","36.7348966776062","35.3324896267339","34.7957687694789","34.5314352278396","34.3825885472366","33.6637439261657","33.4224446667825","32.6480597265917","32.0865201822369","31.4876315547463","30.7265614877327","29.9747431231886","29.658924135436","23.9549258641511","24.2453648545161","24.5133983753051","24.176356283992","24.0905409353651","23.3096234566473","23.0754682280376","22.8940173295209","22.9346384551156","22.7149465907763","22.1831916011139","21.9292924736568","21.5050162858543","20.5089785935951","19.2702339046299","18.617788022892","17.9749557137145","17.5824293272892","17.3196027529884","16.943333467637","16.284572066416","15.7347031202006","15.3613743558379","","","",
"Low & middle income","LMY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","450.061671046926","458.532496748519","471.296039772513","477.989494294572","498.83935865135","510.561966348542","532.003604797966","551.544970036501","560.447083897312","562.270436443326","562.266683569066","572.536678756925","573.860359725486","588.993241939583","597.034080601447","604.937025488784","617.968700664801","629.780980656008","636.053067340978","761.760615036967","748.731831332308","736.596532959121","737.949000056269","736.790975544623","756.358017191437","760.743298912689","763.001814720786","755.467729569973","761.594716060095","775.188622301812","780.923066638611","799.521476477316","842.935127918146","900.50400217828","935.328810444392","974.074847268046","1005.57404216903","1031.54994083096","1057.70484881886","1117.60399027005","1160.73543929155","1194.6756132955","","","",
"Low & middle income","LMY","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","","0.39","","0.395","","0.61","","0.805","","0.95","","0.98","","1.205","","1.105","",
"Low & middle income","LMY","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","","0.55","","0.54","","0.75","","0.89","","1.03","","1.13","","1.29","","1.225","",
"Lesotho","LSO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","2.680655","","","","","","","","","","7.4","","10.1546","","","",
"Lesotho","LSO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1185508699076","","","","","","","","","","14.293638176447","","","","","","","","","","43.1581852720974","","46.9310352363073","","","",
"Lesotho","LSO","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.536780283098","94.0278710791362","175.579606682763","188.784553463523","","","","","","","","",
"Lesotho","LSO","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.182964956463","105.602728437686","191.315775212195","200.371640659668","","","","","","","","",
"Lesotho","LSO","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8598206043243","","19.2039966583252","","","",
"Lesotho","LSO","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.6566618598765","","85.698613727602","","","",
"Lesotho","LSO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5220973491669","","","","","","","","","","39.3033146858215","","","","","","","","","","38.3297085762024","","38.0223870277405","","","",
"Lesotho","LSO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","","","","",
"Lesotho","LSO","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.25198492510285","9.46945230293056","5.22696049968103","4.99072621608417","","","","","","","","",
"Lesotho","LSO","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6440297859566","17.1353442957997","9.79207305917247","9.71541007211902","","","","","","","","",
"Lesotho","LSO","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","","0.47","","","","0.68","","0.88","","0.93","","1.07","","1.31","","1.07","",
"Lesotho","LSO","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39","","0.5","","","","0.73","","0.89","","0.79","","0.97","","1.24","","1.03","",
"Lithuania","LTU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Lithuania","LTU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Lithuania","LTU","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.76929109456481","5.51373773625373","6.27876521925396","6.58609569390262","6.98773006112311","6.59867295014441","8.81057942911537","9.33906064319601","9.75532563371763","","","",
"Lithuania","LTU","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8557535842461","7.47299000815618","7.65103669202891","7.80280403774519","7.21923626905942","9.12062836078527","9.33906064319601","9.6043187889464","","","",
"Lithuania","LTU","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2750898948441","71.0956336738648","60.3111975079808","57.6286930676104","66.7929905397482","55.8595280419467","52.2384831816565","54.3836050630023","50.6389040047642","54.0607619675957","52.5218130054975","47.8357034329313","42.1079708396216","40.9803445818043","43.438122399394","54.266883533038","58.3451494392794","58.175861424791","57.6977893033573","49.8884630262063","78.4420813350533","78.9987473425003","78.9132642540573","","","",
"Lithuania","LTU","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","","","",
"Lithuania","LTU","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","","","",
"Lithuania","LTU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Lithuania","LTU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2608921649694","26.4671334303375","35.47368844189","36.2045952316618","25.9522163756279","36.4360315862799","39.6416158911344","36.1833555834253","38.8233847810443","33.4296427718885","31.9032866653213","36.7507799919971","42.6511543580532","44.5058693900622","42.8545446389787","31.4428357802386","26.8320221766925","28.0737139695756","28.0478157464938","33.4292113908062","0.996441149880121","1.16838955553861","1.1762619670959","","","",
"Lithuania","LTU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7534262692334","77.7270280852556","65.0571060502823","61.0138045873233","66.809295161308","59.9704724974208","58.6173339513238","60.1721669657681","59.2524350230754","60.2676664866385","58.6737698267062","57.4437163767391","53.4532136853906","52.1590590386662","53.3631103036763","59.8802110943199","61.1454661770683","60.970620197516","60.2450817552023","55.3710044945692","74.2902408462139","73.8759517274449","72.8995685155005","","","",
"Lithuania","LTU","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.862885489045","133.815246495523","130.70124223059","128.159056047366","138.518807631474","109.641568589678","107.077150283691","104.119825879884","","","",
"Lithuania","LTU","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.77137180935788","1.66939723140331","2.58400261114304","4.6707021579004","5.41391018197756","5.2923544080671","5.37508080806684","5.81300218547344","6.10418990665629","7.42316853741546","9.04836718520689","8.48277541836374","8.23464679589303","8.24616475361423","8.56682605702615","9.48455053163533","10.2474172712945","9.69446684280642","10.2466786390935","11.3750597621381","14.0959659603299","13.2840967252541","14.5570535792118","","","",
"Lithuania","LTU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4344.1727301196","4601.70015447605","2978.4112057088","2472.21741736099","2220.42036080614","2401.12016691733","2610.04194509516","2490.34764262181","2633.26187385736","2259.65641367013","2037.61955870721","2384.74273211675","2574.35333091107","2709.24975982464","2779.19590177891","2662.80073486213","2666.01333553931","2927.24122286613","2976.1883991494","2770.8323584945","2275.92676417582","2412.48070169066","2468.7829363208","","","",
"Lithuania","LTU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","0.34","","0.55","","0.59","","1.02","","1.09","","1.22","","1.42","","1.7","","1.5","",
"Lithuania","LTU","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","0.51","","0.66","","0.69","","1.03","","1.08","","1.13","","1.59","","1.83","","1.57","",
"Luxembourg","LUX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Luxembourg","LUX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Luxembourg","LUX","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6073776861364","3.79101732080475","3.93431336932829","4.13897407972395","4.54691230426715","5.31605698379694","5.48567360609528","5.79182186120848","6.42938360150883","7.09741080713989","7.38097736827569","7.05677480151682","7.26416765389418","7.1322669266479","6.97584579001989","7.13100372371547","8.41975911294474","9.24289172161088","9.85126680344758","10.0635993201245","10.1179601440024","11.3715620321252","11.9179155632917","12.4267045331083","","",
"Luxembourg","LUX","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41438554328295","6.52375116814541","6.61944794374981","6.80197016749675","7.3166387071792","8.37954664951149","8.38520162118345","9.12918273388","10.067605782406","10.4723779756828","10.6528043062798","10.3279435685307","10.2657805224708","9.85432198743311","9.27941134080233","9.44311278236883","10.0255144190079","10.9794907004262","11.0449902132434","11.1132292172601","10.9526596447504","11.3715620321252","11.5679864591859","12.1267641732052","","",
"Luxembourg","LUX","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","99.9479424243213","99.8531302403996","99.88414783096","99.9949292004352","99.8235018384541","99.7649429888739","99.7788206166618","99.759680272781","99.7742214349798","99.8191171630841","99.7989311397604","99.8835598009045","99.8657062541727","99.9088137942485","99.8456358944771","99.8380699078675","99.8972062498392","99.3469456327393","99.3974852315171","99.3117403892548","99.1735214453738","99.0276570832539","99.0269344939499","98.974667404084","98.9590542711006","98.9979966467028","99.1319165011686","98.8544060678174","98.7999082305933","98.9284754138236","99.1500266926205","99.1572125773598","98.7449196210615","98.8004217867403","98.7252711520237","98.5848094817352","98.8298969088303","98.6325884103985","98.2314365812749","98.2900982977703","98.0918065466784","97.9470030308575","98.0053535111363","98.068812650132","98.0121882440311","97.4646800117134","97.2654803280518","97.0473575472117","96.9790517195025","97.1401809270711","97.1207981022128","97.2296333391855","96.9284221454099","96.7208338053585","","",
"Luxembourg","LUX","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","","","",
"Luxembourg","LUX","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","","","",
"Luxembourg","LUX","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Luxembourg","LUX","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","0.0520575756787006","0.14686975960039","0.11585216903999","0.00507079956485464","0.176498161545894","0.235057011126142","0.221179383338163","0.24031972721896","0.225778565020235","0.180882836915935","0.201068860239607","0.116440199095508","0.134293745827344","0.0911862057514537","0.154364105522939","0.161930092132547","0.102793750160778","0.18754851262937","0.169138308283321","0.206230175116456","0.236778885661476","0.298273367155632","0.277388178102903","0.285628881729715","0.266467018475877","0.244440465907056","0.285991345768858","0.324159345405943","0.31049305706672","0.222815176792108","0.177655694410958","0.199570470421634","0.165732608331174","0.156432492130865","0.20803862835148","0.240359115829083","0.16154466757019","0.237961790981004","0.361042826023071","0.283161512027491","0.389399085185023","0.348745275151358","0.292144361558959","0.240315243636981","0.309178315247916","0.327368514512014","0.38415338965057","0.422522457646152","0.448320706692191","0.428559398605759","0.397718976545034","0.338488976383241","0.482216730662454","0.600290424214778","","",
"Luxembourg","LUX","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","99.9245165152659","99.9123934767296","99.4876759635787","98.7830081044349","98.1926861898261","97.9390408878827","97.3875971517582","97.2177129063678","97.2008065663308","96.9846014515167","96.5629791702792","96.0918434994489","95.9876920622787","95.9587275260519","94.8594893052361","94.3370081864068","93.9999994803147","93.5144453547551","93.8330240928732","93.1882905742585","92.306933761191","90.9439285890912","89.8234867320515","88.7137963948379","88.9578856151929","89.1024049387298","89.176524500147","88.449217073343","88.1274150599636","88.8965497481366","89.1708525437079","89.306984358692","89.3265997808035","89.3420930461115","87.9484145211863","84.919847476134","85.6263127460934","84.2829711891204","82.718090058128","83.0131223527531","83.3713156867319","84.9147147362835","89.8066031757875","89.6518720778668","91.2208911967436","91.1597491247463","90.3204528236672","88.0746850867255","87.0999838687343","88.6941190483235","87.9470457058013","86.999725620783","87.2126299140554","84.7792542362323","","",
"Luxembourg","LUX","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155.899578104903","153.286042680914","151.069999869735","147.016228441945","136.674781962212","119.338198332997","119.257716770186","109.538830490141","99.3284820257447","95.4892959671657","93.8719956969926","96.8246963555266","97.4110052139819","101.478315938455","107.765456586984","105.8972844068","99.7455051387736","91.0789058695754","90.5387855211462","89.9828466101364","91.3020245707446","87.9386664008828","86.4454677162869","82.4622286470746","","",
"Luxembourg","LUX","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.465505854631326","0.433376460199595","0.4820294356287","0.589699668964688","0.674069549590516","0.695677327947181","0.739703714186283","0.774478710423569","0.757562887390113","0.582092153062568","0.821434586776635","0.889598712339998","0.848709409384329","0.672317612968512","0.643216952218564","1.08934777060735","1.04314572112881","1.06669021962477","1.17483140243573","1.00855842359955","1.12944979862049","1.40752059270198","1.42674019020219","1.51948404771143","1.70630380741144","1.70576646336345","1.68652639473269","1.69355639135496","2.11190694270948","2.22775233877953","3.40886593669959","3.55915677734428","3.44390100068","3.37080995390167","3.4170525724011","3.66718834312169","3.940344726158","","",
"Luxembourg","LUX","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","10523.4066949072","10534.0182107971","10414.5409197194","10465.8130206726","11150.0503432494","10926.395173454","10480.6061785891","10361.9725667547","11114.6672621706","11974.1925925926","12106.1529435005","11863.0895885474","12009.5701096365","12648.5604223142","13023.8895930151","10504.9811951525","10668.5674366772","10278.5575523442","11096.0036684374","10458.112860198","9774.65055608952","8526.03737422137","8057.80999931605","7576.20712101569","8112.67547910098","8346.92642062033","8163.54875052599","7942.94807821982","8158.43352523765","8699.93635640414","8874.10501505827","9353.42118863049","9262.08197870848","9266.94257500472","8823.25246633989","7705.40715815234","7711.17870722433","7409.85099535105","7066.88485990111","7266.97253034439","7643.55260142104","7946.49906573807","8170.46674511122","8508.88780639019","9347.39519095384","9418.95226998138","9157.5966333571","8765.93408653876","8601.28517343702","7944.04589951847","8321.8917730046","8043.66958813305","7706.87791225473","7326.76862485277","","",
"Luxembourg","LUX","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","","","0.61","","0.67","","0.65","","0.98","","1.14","","1.33","","1.36","","1.64","","1.39","",
"Luxembourg","LUX","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.84","","","0.78","","0.75","","0.76","","1.19","","1.29","","1.4","","1.55","","1.64","","1.52","",
"Latvia","LVA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Latvia","LVA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Latvia","LVA","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2796667111187","3.3642206668991","3.98710223825712","4.42041869637436","5.12013684903142","6.27730358307673","6.41737989519323","7.00696693565647","6.58886414211471","6.78468076338331","7.0587158178838","7.93735886268345","8.75474172573842","9.47000348464479","8.29125606148156","7.9004609170522","9.3898769114555","9.75604740880022","","","",
"Latvia","LVA","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38464072386625","4.56975518985861","5.07224032834356","5.5181739133579","6.1351793817721","6.70927378045046","6.70017845245023","7.24889701515717","7.41801292733281","7.87169033415497","8.50019068009935","9.16253254598297","9.83473839200034","9.9586326162733","8.90175337331318","8.1984417878787","9.3898769114555","9.48935886665728","","","",
"Latvia","LVA","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7086655626555","84.8182324354421","82.3041302264546","77.6329962425023","72.2487339745167","68.8485556824444","68.2455596330924","63.357539632568","59.1013507113932","58.7274003980834","63.2300089905879","62.9625305670154","60.4970994960021","59.8321743333341","58.3800844437825","58.9085966235398","60.6237837134634","62.4354528356135","60.98736391879","52.3631945882892","54.4930713057966","51.2518465129566","47.0909471372822","","","",
