"Data Source","World Development Indicators",

"Last Updated Date","2015-09-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Bosnia and Herzegovina","BIH","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01267892597177","4.65550468204803","7.53153255479896","6.55602374784741","6.09778181672068","6.75362552835373","5.43263133513262","5.86895956070551","5.89092056861762","6.13663506709511","5.95568178761702","5.96707195863924","6.02607858873583","6.43323683506801","6.04538182517166","5.67669534112312","5.45780928162402","5.01112594140867","5.25933147218942","","","",
"Bosnia and Herzegovina","BIH","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3892409879395","31.573246451425","18.1264356112279","15.60340173551","47.1707145753981","45.3306411241423","36.4378489507412","20.3572821674015","23.072714899198","21.1113039043652","29.2263639982237","26.3117820751092","24.8724253871494","20.8159610494091","25.4046550352473","27.6925470096391","26.3107011355564","30.6007104711349","28.8606285356369","28.1020433771474","32.1703211052811","34.8251559942847","32.2989985462187","","","",
"Bosnia and Herzegovina","BIH","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9259889125824","","23.9599108695984","","","",
"Bosnia and Herzegovina","BIH","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2696582701715","","60.3491205860581","","","",
"Bosnia and Herzegovina","BIH","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4138033390045","","","","","","","","","","50.198695063591","","","","","","","","","","43.2285726070404","","41.722571849823","","","",
"Bosnia and Herzegovina","BIH","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74755115569491","6.99532344829988","6.58789194335934","5.49208530725131","20.7289998620269","20.9677764779265","25.4072810950063","14.8578698684715","11.7027906489237","14.3564519268345","10.0796322329927","10.6083960338333","10.2819520929953","8.79939095373526","10.6919756015502","10.2347292457882","9.50373062870221","6.48718742493994","7.03429251633571","8.72110297765217","10.711465216944","5.32469336037065","5.43503684831736","","","",
"Bosnia and Herzegovina","BIH","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.9255693830195","93.7824501078108","91.1722005201748","89.5848897371374","67.3949278846489","67.9820076188538","72.9947078669197","84.7450839649836","85.6124493884509","84.8049778882902","87.8938988502679","87.2958573147568","87.7490470911173","88.8766992747685","89.0009852036468","88.5097094689123","90.4929297770113","91.0714494448242","92.3048172136328","92.5260273936978","91.604151461716","93.9457761438969","91.9302694773105","","","",
"Bosnia and Herzegovina","BIH","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249.210070989626","214.799483256042","132.775101577808","152.531479210754","163.994060472598","148.068618226122","184.072862359174","170.387952013728","169.752755677482","162.955754915596","167.906888860178","167.586381885706","165.945396375885","155.44274610705","165.415523604517","176.158828316151","183.223698081008","199.555950437536","190.138234353141","","","",
"Bosnia and Herzegovina","BIH","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3268794612856","2.58510089256596","3.67037703120936","4.40557717995684","11.3786721409946","10.3882510099131","9.16210566847273","6.11357569059051","5.06794840287137","5.27630207115278","4.13181078774018","4.32556070936919","4.14327846045783","4.14791149552092","3.785215624024","3.60523470642822","3.42381998643408","3.41581942675892","3.03841465658831","2.93241752276036","2.79456583661538","2.53679477966037","2.69144452121177","","","",
"Bosnia and Herzegovina","BIH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550.16615875075","1423.33600276527","1034.34415155508","895.028140618333","359.4614173039","385.171673698044","457.988127481697","712.92527770619","886.885980500533","875.6644731818","1145.89238040348","1105.36991015454","1156.99672325027","1152.38362691244","1257.00964381453","1314.76163184576","1380.75797237674","1381.12205494298","1549.66040749018","1603.12497068581","1680.17353721705","1848.88905125107","1742.10398600571","","","",
"Bosnia and Herzegovina","BIH","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","0.57","","0.74","","0.97","","1.24","","1.18","","1.42","","1.62","","1.54","",
"Bosnia and Herzegovina","BIH","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.66","","0.68","","0.74","","0.97","","1.34","","1.13","","1.42","","1.59","","1.51","",
"Belarus","BLR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Belarus","BLR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Belarus","BLR","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17004562718422","1.22599715167578","1.35846977036777","1.50892665135711","1.6024122458738","1.58436686916664","1.61499757276352","1.83455622141971","2.05212550039479","2.21242912736328","2.35565647986227","2.51253918032808","2.62867346190914","2.78777928843689","3.08690070950632","3.48926041421907","3.71656704265971","4.23038666555444","4.74668771986318","5.0473810406937","5.30968273092224","5.35988654745612","5.34051511981974","","","",
"Belarus","BLR","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.81028543034057","1.83574604299555","1.98877049364141","2.15770019958333","2.24363336459307","2.17304359850694","2.17534309224474","2.42949846490057","2.68844839354577","2.85477176182949","2.97195540089426","3.09925364075389","3.19348301487908","3.32056121840898","3.57845133063344","3.91878935194682","4.04966111001286","4.49003639996275","4.94110135954684","5.21450960990623","5.41930792025636","5.35988654745612","5.24633166763592","","","",
"Belarus","BLR","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.6587771260379","92.1609865232314","90.5359665491177","89.7734863433474","87.123753783293","86.5892382076335","86.9107982055666","86.9151147243215","87.1357098032738","85.4989770543383","86.1667105207793","85.8385395445467","85.7769513989085","86.5986284005088","86.8392410053379","86.1800413309746","86.7643860751072","86.1983623755877","86.31206617624","85.6356111438264","85.6095452386159","85.8955371534026","86.5014276765472","","","",
"Belarus","BLR","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.2249437570572","","96.8602441251278","","","",
"Belarus","BLR","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7481546410845","","100","","","",
"Belarus","BLR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.2353839874268","","","","","","","","","","92.800210416317","","","","","","","","","","98.5999375581741","","99.5253508444875","","","",
"Belarus","BLR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00378041037937165","0.0034921272157581","0.00395248389822403","0.00518691643817305","0.00610814496833521","0.00695015149309862","0.00541440161575817","0.00712448462874689","0.00969723641246229","0.00675760344116687","0.0094490488323751","0.0104546326685794","0.00991326056003721","0.00929746134902843","0.0109166608891247","0.011891923567595","0.0108699353948058","0.0110975808564149","0.0123134036123231","0.014589910417196","0.0143862690698524","0.0126019632754663","0.0214303127117395","","","",
"Belarus","BLR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6186318492629","95.3093129122396","95.2844731347074","94.8614640963644","94.6243203006553","93.0969196201241","92.1683513745182","92.3822256811082","91.2963115022956","92.2441612279814","91.622449702941","91.2303339951224","92.0280213771872","92.190850626206","93.5856552985175","92.6726429250754","92.5839339124781","92.341801762508","93.1867718536784","91.7790718102573","91.9883609410177","91.3924705961574","91.0472704631043","","","",
"Belarus","BLR","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552.399076543344","544.73765792147","502.823228319832","463.45641539687","445.705620080834","460.184048165018","459.697600606117","411.607586688032","371.961761438578","350.290700423332","336.478804392253","322.658328718379","313.137723088176","301.153911711088","279.450496207527","255.180850561209","246.934242849971","222.715343690376","202.384028829498","191.772587416515","184.52540706576","186.571113240189","190.609374959821","","","",
"Belarus","BLR","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.447602786830615","0.496903985586448","0.640426751470786","0.804733896108476","1.2820562662577","1.57844809744048","2.19342682200123","2.39589396147461","2.61487510156828","2.86330906689242","3.40651232352111","3.78520106223931","3.90089585428159","3.82547676613444","3.80051004401871","4.30091858569376","4.49324719307442","4.66909207594014","4.75731212144338","5.16547672815038","5.44214085139293","5.36621107627377","5.27976214189025","","","",
"Belarus","BLR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4465.37501226813","4348.46792230724","3620.7319890368","3076.70075202657","2615.73931749291","2427.66941338042","2501.34881889764","2505.60462587724","2466.16516039329","2409.58345789736","2456.16211894053","2485.70255842063","2550.25048150025","2643.61978156579","2752.80030832477","2769.08372141157","2965.66326530612","2918.19790794979","2932.0986565911","2790.06837067424","2897.62307692308","3097.71286815159","3222.61781487743","","","",
"Belarus","BLR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","","0.36","","0.36","","0.44","","0.55","","1.06","","0.86","","0.9","","1.06","",
"Belarus","BLR","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34","","0.55","","0.5","","0.62","","0.79","","1.33","","1.08","","0.88","","1.06","",
"Belize","BLZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.06675","","","","","","","","","","93.53338","","","","","","","","","","98","","100","","","",
"Belize","BLZ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.186227509744","","","","","","","","","","96.9482930352684","","","","","","","","","","100","","100","","","",
"Belize","BLZ","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89552602550902","","","","","","","","","","","","","","12.1003772152979","12.3342547541104","12.4453596806625","12.4823961406832","","","","","","","","",
"Belize","BLZ","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.12151169169086","","","","","","","","","","","","","","14.0272120881317","13.8526049811691","13.5607641461604","13.2485319809594","","","","","","","","",
"Belize","BLZ","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belize","BLZ","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.7254282236099","","76.4644101262093","","","",
"Belize","BLZ","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1778005415802","","97.6087017045687","","","",
"Belize","BLZ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1664478778839","","","","","","","","","","81.5957978367805","","","","","","","","","","85.2703183889389","","85.8926266431808","","","",
"Belize","BLZ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belize","BLZ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","",
"Belize","BLZ","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.630950855541","","","","","","","","","","","","","","71.2900035814025","72.1885884538958","73.7421570954126","75.4800608427547","","","","","","","","",
"Belize","BLZ","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belize","BLZ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566.338935335267","","","","","","","","","","","","","","561.421301410797","568.344282491819","591.571482127319","596.508748236445","","","","","","","","",
"Belize","BLZ","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0.91","","0.53","","0.98","","1.21","","","",
"Belize","BLZ","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","1.27","","0.7","","1.13","","1.44","","1.37","",
"Bermuda","BMU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Bermuda","BMU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Bermuda","BMU","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.06011","","","","","","","","","","49.98066","","","","","","","","","","54.7","","72.5","","","",
"Bolivia","BOL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7373685781888","","","","","","","","","","75.8876690888508","","","","","","","","","","93.1041928342295","","99.2762296552637","","","",
"Bolivia","BOL","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.28897507611416","6.63561401026831","6.51300119442879","6.50224784105905","6.31435642936394","6.01290986909537","5.99465055463951","5.86600143796591","6.16374829029035","6.39911767519731","5.02644294997655","6.21368154042427","5.55818900086553","5.59851668333658","5.96176902626135","5.99780449737135","5.31885601912989","6.65488812908673","6.76621650840396","6.73288103589949","7.00908833343067","7.18560561998463","7.09175178307612","","","",
"Bolivia","BOL","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.73025298121292","9.9358323512788","9.5348935125914","9.29793469535119","8.84110864562718","8.24702633823044","8.07457663985333","7.76833182992553","8.07500281345542","8.2569968971384","6.34148671513559","7.66466659999728","6.7524484972966","6.66846814466673","6.91110674187055","6.7361359168195","5.79555383319915","7.06334723030883","7.04334549938049","6.95581977682987","7.15379992441465","7.18560561998463","6.96668413511046","","","",
"Bolivia","BOL","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-124.863549925884","-235.786241004006","-282.793956340923","-248.850530644692","-188.092310206485","-169.423863898373","-140.437357247531","-114.703032481836","-91.3956573795424","-78.6288354963357","-75.9423888228425","-74.9607448927595","-87.9566105476729","-86.0258221654159","-87.5417510548105","-95.3898813245918","-100.63030396369","-100.909505877477","-93.5194435006236","-88.6330033839943","-87.7566432298787","-77.4780436500269","-70.5532243432355","-67.5121269546148","-54.6200525988086","-40.7105534808273","-25.8138785609363","-25.5419771561685","-14.2462061743562","-31.1257238059314","-68.0817496649604","-62.0806078458106","-73.8455063411197","-120.319196223214","-137.574101673504","-106.032025634556","-152.744288232362","-144.254694125458","-107.956388958422","-125.440161458248","-130.977233343353","-135.921974964658","","","",
"Bolivia","BOL","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6293141841888","","38.6186242103577","","","",
"Bolivia","BOL","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.0939401230698","","94.5419940295163","","","",
"Bolivia","BOL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.936433672905","","","","","","","","","","65.0702506303787","","","","","","","","","","74.4492411613464","","76.212440431118","","","",
"Bolivia","BOL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","7.56615783435534","7.23348814124154","7.004624667856","6.95768926223018","6.23730022223978","5.96985849050788","5.89480504956054","5.75810982283312","5.34150913233077","3.73924208134154","3.87378783397763","3.64923333487747","3.83980012320423","3.92115234184501","3.89638160831074","4.02064460244704","4.13314520092496","4.33568270595013","4.08389809990214","3.88602177137188","4.16253105423942","3.81524787538143","4.23658937041524","3.37218726163234","2.88398657017799","3.05272356249228","3.07323028950565","3.02408902866033","3.53423871412948","2.8836731724439","3.75191085282437","3.3373108100348","2.89418595198092","3.11408237067511","2.65649348647627","2.3974807561347","3.00147730583722","2.80988692928811","2.66973624824705","2.50724079024985","2.57531850930218","2.37902119834398","","","",
"Bolivia","BOL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","73.3663955136803","73.5275818059347","73.8694953757511","74.9764488274489","76.8642378985341","76.9469114385093","77.5014037446257","78.9210550667048","80.1298816083644","66.1405490040809","64.8504097410474","64.4517163107426","60.7997259350377","60.671199248861","59.6004911538744","56.7569189550789","66.1626197815339","64.007651969758","67.6043385466154","67.2042049298253","66.5191095011114","69.2097327222297","68.570254401334","71.4855668382914","74.2139717410843","77.1476427145152","78.9998289732159","79.4582691714038","78.8593867890122","69.8001133678172","60.3673550518236","65.161496475406","66.0483679746355","65.4967612963711","68.0256822890159","72.1550236773079","65.8204314888883","65.7906664917315","66.2404024354379","71.6452428405006","71.6750006658109","77.016608981501","","","",
"Bolivia","BOL","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.772250827475","100.645820565933","104.877941078151","107.550766139494","113.107986801474","121.25582712939","123.845502321985","128.72776574087","123.838966140507","121.109407264833","157.691728284038","130.468819087363","148.09442832483","149.959477695005","144.694625238756","148.453061569481","172.546063548166","141.575936647854","141.977984764194","143.764506856696","139.785849557684","139.167114490503","143.540309938875","","","",
"Bolivia","BOL","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","19.0674466519644","19.2389300528238","19.1258799563929","18.0660183965172","16.8985294087855","17.0832300709828","16.6037912058137","15.3207819295523","14.5286575567942","30.1202498172672","31.275802424975","31.8990132950387","35.3604348789071","35.407648409294","36.5031272378149","39.222394475076","29.7041897208136","31.6566653242919","28.2837674796186","28.8800958562249","29.2895711246092","26.9388273276817","27.1564880113298","25.1012764588101","22.8791807224437","19.7782111015014","17.9014123067586","17.4904101738259","17.5766916409166","27.2924917267008","35.8648735046168","31.4875410562614","31.0443370278034","31.3891731827723","29.3178242245079","25.4474955665574","31.1781062552524","31.3994324409","31.0898478074182","25.8475297120242","25.7496935676801","20.6043463271298","","","",
"Bolivia","BOL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","221.863210766605","240.157170254295","248.698658541922","260.71458514418","295.619172416519","316.823224507518","331.439253893582","351.450754347404","378.580075818372","437.390734031157","449.327316103129","462.431703119661","429.529080890113","419.509230056566","405.791695437","375.961222444115","341.493450003217","349.906192934794","365.534461611597","380.880586840087","384.991907782615","399.82800732336","419.169064305103","452.381928014855","497.738384789386","520.178375096939","556.410735294491","551.315762752177","531.112919802853","695.554847813637","574.364746954526","656.043103803929","670.151933733012","661.79238024296","696.753294785272","834.240890541071","703.759007325333","736.787280222035","758.549182127842","755.647092807246","778.665179369648","831.464292265022","","","",
"Bolivia","BOL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","0.31","","","0.35","","0.5","","0.42","","0.4","","0.47","","0.53","","0.54","","0.54","","0.54","",
"Bolivia","BOL","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43","","","0.38","","","0.53","","0.8","","0.69","","0.54","","0.54","","0.68","","0.7","","0.7","","0.7","",
"Brazil","BRA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2","","","","","","","","","","80.4","","","","","","","","","","93.6","","97","","","",
"Brazil","BRA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","98.8172881958854","","99.945633031537","","","",
"Brazil","BRA","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.12694922302278","7.33678618339142","7.39187703562595","7.72741736561393","7.89658234258118","8.13858676364487","8.04098255459122","8.04719890706513","7.97213839169496","7.95355862278277","8.45706600669081","8.6102107561875","8.77861753521099","8.91662582208385","9.17042948825597","9.5237004322575","9.8659168799217","10.1603082060349","10.3054112163724","10.7092272484318","10.5463681226889","11.0131601169934","10.9348423836717","","","",
"Brazil","BRA","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0267652217697","10.9857320517063","10.8215488204044","11.0498744104314","11.0564779167739","11.1625054851938","10.8309115443802","10.656886479246","10.4441383571101","10.26274436616","10.6696469579358","10.6208202613135","10.6648339548631","10.6207123450139","10.6307065542053","10.6960706323248","10.750141042699","10.7839205459385","10.7274976524841","11.0638305195089","10.7641113779505","11.0131601169934","10.7419993373225","","","",
"Brazil","BRA","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","29.5916029804543","32.656234945869","37.4900328976442","38.591920235533","40.8383545699741","43.3259587101665","43.5009469833003","45.6228505552664","45.8252318090197","43.4837698564728","39.0850170879339","36.0081998186933","29.6351437213593","22.3728991031524","20.8387793677877","24.6711753410133","24.992919898034","26.521543324978","25.942303935049","25.7212361287906","26.6880037080823","27.4567742899731","28.6000131913864","28.9512701698296","30.4417023265223","30.0995214232705","29.1674790542005","26.8935611661908","24.2592541230152","21.233675481688","20.4791257785001","14.509854345803","10.3887976650494","13.130242263878","9.57924262391493","7.40195792432915","8.08406871709725","8.20735754122727","4.09860841514514","7.24344547630414","7.71282910605718","10.584408709056","","","",
